event_id,timestamp,control_id,parameter,baseline_value,current_value,changed_by,change_source,approval_status,environment,maintenance_window,severity,is_risky,predicted_risky
drift-evt-1a6a,2026-04-17T10:58:00Z,NET-028,inbound_rules,RESTRICTED,RESTRICTED,admin_001,automation,approved,staging,False,INFO,False,False
drift-evt-5409,2026-04-15T03:33:00Z,NET-031,logging_enabled,True,modified_config_param,autoscaler_bot,manual,pending,development,False,MEDIUM,True,False
drift-evt-7cf2,2026-04-15T02:59:00Z,CLO-001,logging_enabled,True,weakened_state,admin_002,manual,pending,production,False,HIGH,True,False
drift-evt-264f,2026-05-05T00:37:00Z,IDE-061,logging_enabled,True,False,admin_001,manual,pending,production,False,CRITICAL,True,False
drift-evt-d773,2026-04-21T02:42:00Z,END-037,encryption_strength,AES-256,AES-256,admin_002,ci_cd,approved,development,True,LOW,False,False
drift-evt-c176,2026-05-04T20:13:00Z,NET-026,logging_enabled,True,True,admin_002,automation,approved,production,False,INFO,False,False
drift-evt-f207,2026-04-18T05:34:00Z,CLO-020,mfa_enforced,True,True,admin_001,ci_cd,approved,staging,True,LOW,False,False
drift-evt-6739,2026-04-22T00:00:00Z,END-037,encryption_strength,AES-256,AES-256,admin_002,ci_cd,approved,development,False,LOW,False,False
drift-evt-8216,2026-04-26T07:39:00Z,NET-035,mfa_enforced,True,modified_config_param,admin_002,manual,pending,staging,False,MEDIUM,True,False
drift-evt-83bb,2026-05-05T05:13:00Z,CLO-006,logging_enabled,True,True,admin_002,scheduled_task,approved,production,False,LOW,False,False
drift-evt-e333,2026-04-18T10:03:00Z,CLO-003,inbound_rules,RESTRICTED,TEMPORARY_VENDOR_ALLOWED,admin_001,ci_cd,approved,staging,True,LOW,False,False
drift-evt-ca2a,2026-04-28T03:02:00Z,END-036,logging_enabled,True,False,autoscaler_bot,manual,pending,production,False,CRITICAL,True,False
drift-evt-271f,2026-04-27T20:07:00Z,IDE-063,inbound_rules,RESTRICTED,RESTRICTED,ci_cd_pipeline,automation,approved,production,False,INFO,False,False
drift-evt-ebaf,2026-04-26T14:02:00Z,END-043,inbound_rules,RESTRICTED,False,admin_001,manual,pending,production,False,CRITICAL,True,False
drift-evt-0d01,2026-04-15T07:40:00Z,END-043,inbound_rules,RESTRICTED,PORT_8080_OPENED_ANYWHERE,admin_002,manual,pending,production,False,MEDIUM,True,False
drift-evt-e486,2026-04-21T02:49:00Z,IDE-052,encryption_strength,AES-256,modified_config_param,ci_cd_pipeline,manual,pending,staging,False,MEDIUM,True,False
drift-evt-8dea,2026-04-22T07:33:00Z,NET-033,inbound_rules,RESTRICTED,False,admin_001,manual,pending,staging,False,CRITICAL,True,False
drift-evt-e602,2026-04-26T09:29:00Z,CLO-001,logging_enabled,True,True,admin_002,scheduled_task,approved,production,True,LOW,False,False
drift-evt-5c64,2026-04-24T11:10:00Z,IDE-064,agent_status,running,restarting,admin_002,ci_cd,approved,development,True,LOW,False,False
drift-evt-b390,2026-04-13T23:07:00Z,END-037,encryption_strength,AES-256,AES-256,admin_002,scheduled_task,approved,development,True,LOW,False,False
drift-evt-7d66,2026-05-05T17:04:00Z,NET-031,logging_enabled,True,True,autoscaler_bot,scheduled_task,approved,development,True,LOW,False,False
drift-evt-87d1,2026-04-12T05:49:00Z,NET-029,agent_status,running,weakened_state,ci_cd_pipeline,manual,pending,production,False,HIGH,True,False
drift-evt-fd8d,2026-04-13T08:19:00Z,CLO-020,mfa_enforced,True,False,admin_002,manual,pending,staging,False,CRITICAL,True,False
drift-evt-7e76,2026-04-21T06:48:00Z,NET-035,mfa_enforced,True,True,admin_002,automation,approved,staging,False,INFO,False,False
drift-evt-060d,2026-04-29T11:48:00Z,NET-032,encryption_strength,AES-256,expired_state,admin_002,manual,expired,production,False,MEDIUM,True,False
drift-evt-3be3,2026-04-25T10:59:00Z,NET-025,mfa_enforced,True,weakened_state,autoscaler_bot,manual,pending,staging,False,HIGH,True,False
drift-evt-7fd1,2026-04-20T13:45:00Z,IDE-054,agent_status,running,expired_state,admin_001,manual,expired,staging,False,HIGH,True,False
drift-evt-d980,2026-05-01T02:36:00Z,NET-035,mfa_enforced,True,True,ci_cd_pipeline,automation,approved,staging,False,INFO,False,False
drift-evt-eef9,2026-04-21T14:07:00Z,IDE-063,inbound_rules,RESTRICTED,TEMPORARY_VENDOR_ALLOWED,autoscaler_bot,scheduled_task,approved,production,False,LOW,False,False
drift-evt-fb2f,2026-05-03T02:51:00Z,END-049,agent_status,running,restarting,admin_002,scheduled_task,approved,production,True,LOW,False,False
drift-evt-c5e0,2026-04-18T20:51:00Z,END-050,mfa_enforced,True,True,autoscaler_bot,automation,approved,production,False,INFO,False,False
drift-evt-2720,2026-04-26T16:41:00Z,CLO-006,logging_enabled,True,expired_state,admin_001,manual,expired,production,False,HIGH,True,False
drift-evt-562b,2026-04-25T08:25:00Z,END-050,mfa_enforced,True,modified_config_param,autoscaler_bot,manual,pending,production,False,MEDIUM,True,False
drift-evt-5877,2026-04-09T16:27:00Z,CLO-017,encryption_strength,AES-256,False,admin_001,manual,pending,development,False,CRITICAL,True,False
drift-evt-d6e0,2026-04-28T00:56:00Z,CLO-013,inbound_rules,RESTRICTED,expired_state,admin_002,manual,expired,production,False,MEDIUM,True,False
drift-evt-cc8e,2026-04-14T13:28:00Z,IDE-053,inbound_rules,RESTRICTED,TEMPORARY_VENDOR_ALLOWED,autoscaler_bot,ci_cd,approved,development,False,LOW,False,False
drift-evt-23e4,2026-04-20T01:29:00Z,END-044,agent_status,running,expired_state,admin_002,manual,expired,production,False,HIGH,True,False
drift-evt-3b1f,2026-04-22T22:53:00Z,END-049,agent_status,running,modified_config_param,admin_001,manual,pending,production,False,MEDIUM,True,False
drift-evt-8271,2026-04-30T04:59:00Z,CLO-005,mfa_enforced,True,modified_config_param,ci_cd_pipeline,manual,pending,production,False,MEDIUM,True,False
drift-evt-7f01,2026-04-21T01:54:00Z,NET-030,mfa_enforced,True,True,ci_cd_pipeline,scheduled_task,approved,production,True,LOW,False,False
drift-evt-2eeb,2026-04-12T13:47:00Z,IDE-057,encryption_strength,AES-256,expired_state,autoscaler_bot,manual,expired,staging,False,MEDIUM,True,False
drift-evt-3580,2026-04-09T07:38:00Z,CLO-006,logging_enabled,True,modified_config_param,admin_001,manual,pending,production,False,MEDIUM,True,False
drift-evt-fbd7,2026-04-21T08:27:00Z,END-046,logging_enabled,True,expired_state,admin_001,manual,expired,production,False,HIGH,True,False
drift-evt-1ad4,2026-04-19T02:44:00Z,IDE-053,inbound_rules,RESTRICTED,TEMPORARY_VENDOR_ALLOWED,autoscaler_bot,ci_cd,approved,development,True,LOW,False,False
drift-evt-c105,2026-04-25T09:51:00Z,NET-031,logging_enabled,True,True,admin_002,ci_cd,approved,development,True,LOW,False,False
drift-evt-b338,2026-04-19T13:25:00Z,IDE-059,agent_status,running,stopped,admin_001,manual,pending,staging,False,CRITICAL,True,False
drift-evt-df0e,2026-04-29T04:11:00Z,END-037,encryption_strength,AES-256,modified_config_param,autoscaler_bot,manual,pending,development,False,MEDIUM,True,False
drift-evt-7028,2026-04-23T17:27:00Z,END-039,agent_status,running,restarting,admin_002,scheduled_task,approved,development,False,LOW,False,False
drift-evt-b43d,2026-04-17T01:36:00Z,END-050,mfa_enforced,True,expired_state,admin_002,manual,expired,production,False,HIGH,True,False
drift-evt-782e,2026-04-25T08:34:00Z,END-046,logging_enabled,True,True,admin_001,scheduled_task,approved,production,True,LOW,False,False
drift-evt-df41,2026-04-26T00:20:00Z,END-036,logging_enabled,True,True,ci_cd_pipeline,automation,approved,production,False,INFO,False,False
drift-evt-58be,2026-04-10T05:35:00Z,IDE-064,agent_status,running,weakened_state,admin_001,manual,pending,development,False,HIGH,True,False
drift-evt-0ada,2026-04-18T11:22:00Z,END-046,logging_enabled,True,expired_state,autoscaler_bot,manual,expired,production,False,HIGH,True,False
drift-evt-13d0,2026-04-19T09:46:00Z,CLO-018,inbound_rules,RESTRICTED,PORT_8080_OPENED_ANYWHERE,ci_cd_pipeline,manual,pending,production,False,MEDIUM,True,False
drift-evt-2523,2026-04-09T19:04:00Z,END-040,mfa_enforced,True,True,admin_002,automation,approved,production,False,INFO,False,False
drift-evt-dada,2026-04-24T14:32:00Z,CLO-017,encryption_strength,AES-256,AES-256,ci_cd_pipeline,scheduled_task,approved,development,False,LOW,False,False
drift-evt-d5fb,2026-04-15T23:51:00Z,NET-026,logging_enabled,True,modified_config_param,autoscaler_bot,manual,pending,production,False,MEDIUM,True,False
drift-evt-71d4,2026-04-24T15:37:00Z,IDE-065,mfa_enforced,True,expired_state,admin_001,manual,expired,development,False,HIGH,True,False
drift-evt-e2c2,2026-04-19T16:41:00Z,IDE-062,encryption_strength,AES-256,expired_state,admin_001,manual,expired,production,False,MEDIUM,True,False
drift-evt-d5ba,2026-04-23T09:59:00Z,CLO-015,mfa_enforced,True,modified_config_param,admin_002,manual,pending,production,False,MEDIUM,True,False
drift-evt-d0c6,2026-04-14T09:45:00Z,NET-029,agent_status,running,running,admin_002,automation,approved,production,False,INFO,False,False
